digest,model,family,size,params_m,align,input_size,dataset,baseline,context,context_stride,AbsRel,delta1,delta2,RMSE,log10,coverage,gt_median,n_frames,n_points_total
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,aea,raw,1.000000,1.000000,0.198474,0.763809,0.901883,0.731873,0.079023,1.000000,1.417059,200.000000,708987.000000
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,aea,rect_derect,1.000000,1.000000,0.158176,0.834016,0.923162,0.690669,0.063111,0.987502,1.417059,200.000000,708987.000000
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,aea,vggt360,1.000000,1.000000,0.188534,0.790529,0.907545,0.721592,0.075546,0.966159,1.417059,200.000000,708987.000000
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,nymeria,raw,1.000000,1.000000,0.143217,0.828318,0.937638,0.501322,0.062690,1.000000,1.588032,200.000000,577375.000000
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,nymeria,rect_derect,1.000000,1.000000,0.130507,0.864797,0.949699,0.503187,0.052563,0.989563,1.588032,200.000000,577375.000000
61195914f090,vggt_1b,VGGT,1B,1190.596120,scale_shift,518.000000,nymeria,vggt360,1.000000,1.000000,0.150393,0.830735,0.930667,0.514137,0.061863,0.971558,1.588032,200.000000,577375.000000
