digest,model,family,size,params_m,align,protocol,stream,view,axis,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,anchored_ratio,gt_median,gt_std,gt_spread,AbsRel_ds,delta1_ds,ds_strata,pen,pen_ds
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,10-20,10.0,20.0,,200,16022,0.084828,0.042285,0.302725,0.120071,0.035298,0.926118,0.973521,0.993787,1.001439,2.294705,0.993771,2.871683,1.078285,0.610150,0.105602,0.893902,3.530000,1.4802,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,20-30,20.0,30.0,,200,29952,0.077799,0.031042,0.258149,0.113388,0.032576,0.935491,0.979515,0.996668,1.007778,2.279873,1.000601,2.654723,1.232538,0.732756,0.091170,0.915232,3.905000,1.4802,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,30-40,30.0,40.0,,200,47588,0.083146,0.030832,0.236758,0.127827,0.035019,0.925509,0.979635,0.993614,0.998635,2.206922,0.999026,2.306340,1.239038,0.838030,0.088106,0.916940,4.000000,1.4802,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,40-50,40.0,50.0,,200,67824,0.101523,0.041378,0.258011,0.173210,0.045189,0.898781,0.962600,0.985089,0.981202,2.102494,0.991723,1.957265,1.170777,0.899930,0.098272,0.901596,4.000000,1.4802,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,50-55,50.0,55.0,,200,36245,0.133491,0.060972,0.327618,0.229437,0.061639,0.859775,0.938862,0.969895,0.956121,1.991961,0.979967,1.697035,1.084828,0.946375,0.128822,0.859347,3.990000,1.4802,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,0-10,0.0,10.0,,200,7926,0.070598,0.043256,0.293774,0.114656,0.029868,0.945590,0.972147,0.989669,0.988993,2.177317,0.990018,3.014825,0.718804,0.417720,0.095699,0.924691,2.715000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,10-20,10.0,20.0,,200,25857,0.068384,0.036611,0.271792,0.109567,0.028108,0.943127,0.972949,0.993549,0.988985,2.172652,0.987301,2.870190,1.078711,0.613299,0.083658,0.921223,3.670000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,20-30,20.0,30.0,,200,51196,0.062765,0.026513,0.226647,0.102775,0.025815,0.947063,0.977150,0.996032,0.993301,2.176196,0.993506,2.653615,1.233023,0.733406,0.074236,0.931361,3.975000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,30-40,30.0,40.0,,200,94551,0.069128,0.026729,0.212352,0.115831,0.028706,0.937366,0.978812,0.992314,0.992332,2.156314,1.001982,2.300343,1.238497,0.838870,0.069966,0.934542,4.000000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,40-50,40.0,50.0,,200,85810,0.077181,0.032185,0.217791,0.133703,0.033679,0.924079,0.972987,0.987758,0.995191,2.138726,1.011139,1.987273,1.167496,0.893078,0.072749,0.927799,4.000000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,50-55,50.0,55.0,,200,2940,0.079755,0.035693,0.209290,0.125932,0.037304,0.919340,0.959735,0.983714,1.003615,2.129011,1.030959,1.943890,1.014456,0.632354,0.116918,0.852545,2.930000,1.1297,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,0-10,0.0,10.0,,200,4944,0.063955,0.041234,0.278409,0.106087,0.026989,0.963786,0.983571,0.991214,1.002271,2.606674,0.998231,3.000880,0.719866,0.424477,0.099588,0.924701,2.655000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,10-20,10.0,20.0,,200,16022,0.059699,0.031324,0.272259,0.100133,0.025467,0.966608,0.987999,0.995395,1.008756,2.596690,1.002962,2.871683,1.078285,0.610150,0.070098,0.957506,3.530000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,20-30,20.0,30.0,,200,29952,0.064112,0.027045,0.256845,0.105870,0.027938,0.962679,0.988149,0.994806,1.018868,2.583984,1.011131,2.654723,1.232538,0.732756,0.076002,0.949145,3.905000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,30-40,30.0,40.0,,200,47588,0.079526,0.030072,0.241585,0.129548,0.034104,0.931760,0.978710,0.990587,1.011775,2.509584,1.003881,2.306340,1.239038,0.838030,0.083538,0.929204,4.000000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,40-50,40.0,50.0,,200,67824,0.099008,0.037821,0.247607,0.154822,0.042244,0.903282,0.962421,0.985278,0.992844,2.391504,0.989335,1.957265,1.170777,0.899930,0.095946,0.905017,4.000000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,50-55,50.0,55.0,,200,36245,0.126035,0.054073,0.300135,0.193312,0.054322,0.875679,0.949423,0.975962,0.964239,2.264422,0.965473,1.697035,1.084828,0.946375,0.120651,0.876361,3.990000,1.9707,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,0-10,0.0,10.0,,200,7926,0.050710,0.036250,0.248768,0.094153,0.020809,0.967883,0.984734,0.992223,0.992688,2.563432,0.998269,3.014825,0.718804,0.417720,0.080861,0.928855,2.715000,1.2458,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,10-20,10.0,20.0,,200,25857,0.046584,0.026512,0.243395,0.090778,0.019594,0.970764,0.988971,0.995546,0.993875,2.558272,0.997240,2.870190,1.078711,0.613299,0.053666,0.964304,3.670000,1.2458,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,20-30,20.0,30.0,,200,51196,0.045969,0.021859,0.223868,0.091900,0.019490,0.973447,0.988806,0.995133,0.999415,2.566931,1.000618,2.653615,1.233023,0.733406,0.054744,0.964019,3.975000,1.2458,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,30-40,30.0,40.0,,200,94551,0.055090,0.024146,0.213405,0.105413,0.022517,0.965413,0.983978,0.992001,1.000733,2.558802,0.998529,2.300343,1.238497,0.838870,0.056388,0.963296,4.000000,1.2458,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,40-50,40.0,50.0,,200,85810,0.061967,0.023849,0.200370,0.109413,0.025574,0.956218,0.983005,0.991852,1.002805,2.549465,0.997868,1.987273,1.167496,0.893078,0.058813,0.956922,4.000000,1.2458,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,theta,50-55,50.0,55.0,,200,2940,0.063175,0.021584,0.160457,0.092288,0.026614,0.955254,0.986071,0.993920,1.004620,2.541720,0.998189,1.943890,1.014456,0.632354,0.070877,0.934470,2.930000,1.2458,
