digest,model,family,size,params_m,align,protocol,stream,view,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,anchored_ratio,pen,drift
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,fisheye,40-50,40.0,50.0,,200,67824,0.123265,0.762838,0.717631,0.152901,0.044806,0.910013,0.971363,0.985072,0.983058,1.396854,0.914048,1.1776,1.1512
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,fisheye,50-55,50.0,55.0,,200,36245,0.142519,0.507888,0.684739,0.172537,0.053383,0.880202,0.966209,0.983520,0.944024,1.375432,0.873528,1.1776,1.1512
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,0-10,0.0,10.0,,200,7926,0.110114,2.326254,0.648348,0.119951,0.032763,0.947593,0.973228,0.983976,1.008771,1.248949,1.004371,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,10-20,10.0,20.0,,200,25857,0.081000,0.690634,0.538184,0.113855,0.028845,0.951004,0.978728,0.988748,1.008463,1.323413,0.998383,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,20-30,20.0,30.0,,200,51196,0.074522,0.403557,0.484080,0.111681,0.028458,0.951039,0.980713,0.991415,1.005334,1.434378,0.990415,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,30-40,30.0,40.0,,200,94551,0.080480,0.237161,0.440288,0.118092,0.031457,0.942796,0.978141,0.990842,0.998527,1.588544,0.982405,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,40-50,40.0,50.0,,200,85810,0.085020,0.223405,0.387606,0.120077,0.033807,0.936862,0.978475,0.991081,1.004439,1.725436,0.982647,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,radial,synthetic,rect,50-55,50.0,55.0,,200,2940,0.080067,0.072308,0.264576,0.103669,0.033866,0.933205,0.981008,0.993267,1.015906,1.782486,0.990840,0.7271,1.0137
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,fisheye,tilt0,0.0,0.0,0.0,200,0,0.074886,0.374673,0.583973,0.121379,0.030145,0.929668,0.974391,0.990376,0.997616,2.066747,,1.4049,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,fisheye,tilt10,10.0,10.0,10.0,800,0,0.079828,0.402628,0.575369,0.122264,0.031984,0.932674,0.975411,0.990204,0.999426,2.127267,,1.4049,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,fisheye,tilt20,20.0,20.0,20.0,800,0,0.092860,0.311801,0.556616,0.130755,0.037946,0.921135,0.972298,0.989748,1.002980,2.223804,,1.4049,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,fisheye,tilt30,30.0,30.0,30.0,800,0,0.107239,0.283912,0.581146,0.143249,0.044424,0.901014,0.967349,0.986712,1.006867,2.330409,,1.4049,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,fisheye,tilt40,40.0,40.0,40.0,800,0,0.105209,0.296640,0.550016,0.139573,0.043870,0.904228,0.968386,0.987028,1.004645,1.915184,,1.4049,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,rect,tilt0,0.0,0.0,0.0,200,0,0.072201,0.263445,0.514016,0.119246,0.029647,0.931922,0.975513,0.990687,0.997982,2.067371,,1.1152,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,rect,tilt10,10.0,10.0,10.0,800,0,0.073750,0.289854,0.514857,0.119294,0.029816,0.933928,0.974890,0.990021,0.999141,2.141460,,1.1152,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,rect,tilt20,20.0,20.0,20.0,800,0,0.075264,0.296638,0.494606,0.117457,0.030493,0.929250,0.974102,0.990506,1.001156,2.237094,,1.1152,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,rect,tilt30,30.0,30.0,30.0,800,0,0.078384,0.292887,0.492931,0.116975,0.031993,0.922934,0.973308,0.989569,1.002260,2.359349,,1.1152,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,real,rect,tilt40,40.0,40.0,40.0,800,0,0.080515,0.147746,0.418044,0.119982,0.034389,0.917823,0.972923,0.989840,1.000479,1.183433,,1.1152,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,fisheye,tilt0,0.0,0.0,0.0,200,0,0.051688,0.044344,0.297018,0.094994,0.022062,0.965891,0.988026,0.995284,1.002061,2.039818,,1.6793,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,fisheye,tilt10,10.0,10.0,10.0,800,0,0.058023,0.061601,0.311383,0.098895,0.024583,0.964060,0.987469,0.994866,1.002767,2.097161,,1.6793,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,fisheye,tilt20,20.0,20.0,20.0,800,0,0.076346,0.140390,0.393799,0.112851,0.031789,0.947826,0.984078,0.993974,1.004598,2.210329,,1.6793,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,fisheye,tilt30,30.0,30.0,30.0,800,0,0.086279,0.152560,0.427637,0.122302,0.036105,0.935576,0.981921,0.993446,1.006465,2.326768,,1.6793,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,fisheye,tilt40,40.0,40.0,40.0,800,0,0.086802,0.168286,0.425215,0.123396,0.036308,0.935066,0.980944,0.992263,1.005541,2.021164,,1.6793,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,rect,tilt0,0.0,0.0,0.0,200,0,0.052482,0.091939,0.321257,0.095015,0.022154,0.966455,0.988231,0.995307,1.002132,2.037696,,1.3459,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,rect,tilt10,10.0,10.0,10.0,800,0,0.052056,0.059300,0.297661,0.094677,0.022017,0.965899,0.987770,0.994931,1.002120,2.110615,,1.3459,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,rect,tilt20,20.0,20.0,20.0,800,0,0.059275,0.119410,0.341543,0.100572,0.024530,0.954146,0.984835,0.994085,1.003727,2.216699,,1.3459,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,rect,tilt30,30.0,30.0,30.0,800,0,0.060681,0.093097,0.328492,0.102400,0.025410,0.949624,0.984156,0.993541,1.004350,2.351145,,1.3459,
fcc6c600f83b,dav2_large,Depth-Anything-V2,Large,335.32,disparity_scale_shift,window,synthetic,rect,tilt40,40.0,40.0,40.0,800,0,0.070634,0.092525,0.342677,0.113142,0.030118,0.940702,0.981558,0.992488,1.003485,1.155013,,1.3459,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,0-10,0.0,10.0,,200,4944,0.090185,0.051820,0.325821,0.126858,0.037846,0.919669,0.969398,0.990059,0.996655,2.291167,0.991683,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,10-20,10.0,20.0,,200,16022,0.084828,0.042285,0.302725,0.120071,0.035298,0.926118,0.973521,0.993787,1.001439,2.294705,0.993771,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,20-30,20.0,30.0,,200,29952,0.077799,0.031042,0.258149,0.113388,0.032576,0.935491,0.979515,0.996668,1.007778,2.279873,1.000601,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,30-40,30.0,40.0,,200,47588,0.083146,0.030832,0.236758,0.127827,0.035019,0.925509,0.979635,0.993614,0.998635,2.206922,0.999026,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,40-50,40.0,50.0,,200,67824,0.101523,0.041378,0.258011,0.173210,0.045189,0.898781,0.962600,0.985089,0.981202,2.102494,0.991723,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,50-55,50.0,55.0,,200,36245,0.133491,0.060972,0.327618,0.229437,0.061639,0.859775,0.938862,0.969895,0.956121,1.991961,0.979967,1.4802,1.0120
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,0-10,0.0,10.0,,200,7926,0.070598,0.043256,0.293774,0.114656,0.029868,0.945590,0.972147,0.989669,0.988993,2.177317,0.990018,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,10-20,10.0,20.0,,200,25857,0.068384,0.036611,0.271792,0.109567,0.028108,0.943127,0.972949,0.993549,0.988985,2.172652,0.987301,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,20-30,20.0,30.0,,200,51196,0.062765,0.026513,0.226647,0.102775,0.025815,0.947063,0.977150,0.996032,0.993301,2.176196,0.993506,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,30-40,30.0,40.0,,200,94551,0.069128,0.026729,0.212352,0.115831,0.028706,0.937366,0.978812,0.992314,0.992332,2.156314,1.001982,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,40-50,40.0,50.0,,200,85810,0.077181,0.032185,0.217791,0.133703,0.033679,0.924079,0.972987,0.987758,0.995191,2.138726,1.011139,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,50-55,50.0,55.0,,200,2940,0.079755,0.035693,0.209290,0.125932,0.037304,0.919340,0.959735,0.983714,1.003615,2.129011,1.030959,1.1297,0.9603
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,0-10,0.0,10.0,,200,4944,0.063955,0.041234,0.278409,0.106087,0.026989,0.963786,0.983571,0.991214,1.002271,2.606674,0.998231,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,10-20,10.0,20.0,,200,16022,0.059699,0.031324,0.272259,0.100133,0.025467,0.966608,0.987999,0.995395,1.008756,2.596690,1.002962,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,20-30,20.0,30.0,,200,29952,0.064112,0.027045,0.256845,0.105870,0.027938,0.962679,0.988149,0.994806,1.018868,2.583984,1.011131,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,30-40,30.0,40.0,,200,47588,0.079526,0.030072,0.241585,0.129548,0.034104,0.931760,0.978710,0.990587,1.011775,2.509584,1.003881,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,40-50,40.0,50.0,,200,67824,0.099008,0.037821,0.247607,0.154822,0.042244,0.903282,0.962421,0.985278,0.992844,2.391504,0.989335,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,50-55,50.0,55.0,,200,36245,0.126035,0.054073,0.300135,0.193312,0.054322,0.875679,0.949423,0.975962,0.964239,2.264422,0.965473,1.9707,1.0339
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,0-10,0.0,10.0,,200,7926,0.050710,0.036250,0.248768,0.094153,0.020809,0.967883,0.984734,0.992223,0.992688,2.563432,0.998269,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,10-20,10.0,20.0,,200,25857,0.046584,0.026512,0.243395,0.090778,0.019594,0.970764,0.988971,0.995546,0.993875,2.558272,0.997240,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,20-30,20.0,30.0,,200,51196,0.045969,0.021859,0.223868,0.091900,0.019490,0.973447,0.988806,0.995133,0.999415,2.566931,1.000618,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,30-40,30.0,40.0,,200,94551,0.055090,0.024146,0.213405,0.105413,0.022517,0.965413,0.983978,0.992001,1.000733,2.558802,0.998529,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,40-50,40.0,50.0,,200,85810,0.061967,0.023849,0.200370,0.109413,0.025574,0.956218,0.983005,0.991852,1.002805,2.549465,0.997868,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,rect,50-55,50.0,55.0,,200,2940,0.063175,0.021584,0.160457,0.092288,0.026614,0.955254,0.986071,0.993920,1.004620,2.541720,0.998189,1.2458,1.0001
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,fisheye,tilt0,0.0,0.0,0.0,200,0,0.078426,0.043199,0.293982,0.122303,0.032551,0.916320,0.972851,0.994390,0.990655,2.684302,,1.4444,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,fisheye,tilt10,10.0,10.0,10.0,800,0,0.079841,0.043364,0.287815,0.124565,0.032954,0.917530,0.971593,0.992688,0.993623,2.744119,,1.4444,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,fisheye,tilt20,20.0,20.0,20.0,800,0,0.086241,0.046131,0.289520,0.129856,0.035301,0.916485,0.969798,0.990077,0.996151,2.822705,,1.4444,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,fisheye,tilt30,30.0,30.0,30.0,800,0,0.097058,0.053095,0.314284,0.136418,0.039695,0.904388,0.968999,0.989762,0.994698,2.887291,,1.4444,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,fisheye,tilt40,40.0,40.0,40.0,800,0,0.113281,0.067832,0.366464,0.149682,0.046346,0.876201,0.964469,0.989539,0.989173,2.887266,,1.4444,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,rect,tilt0,0.0,0.0,0.0,200,0,0.079265,0.044110,0.295604,0.124125,0.032900,0.913991,0.971890,0.994262,0.990409,2.674357,,1.6082,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,rect,tilt10,10.0,10.0,10.0,800,0,0.079159,0.044332,0.290596,0.124742,0.032645,0.916056,0.971424,0.992442,0.993756,2.727420,,1.6082,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,rect,tilt20,20.0,20.0,20.0,800,0,0.081387,0.044984,0.283823,0.128188,0.033448,0.913342,0.968658,0.990200,0.993847,2.780183,,1.6082,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,rect,tilt30,30.0,30.0,30.0,800,0,0.080984,0.043358,0.277117,0.122091,0.033304,0.913818,0.971428,0.991522,0.991947,2.848105,,1.6082,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,real,rect,tilt40,40.0,40.0,40.0,800,0,0.127474,0.090389,0.391559,0.164112,0.051411,0.836693,0.947746,0.986643,0.988182,2.733997,,1.6082,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,fisheye,tilt0,0.0,0.0,0.0,200,0,0.052756,0.027764,0.249316,0.097390,0.022109,0.959551,0.988342,0.995937,0.997918,2.910146,,1.8222,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,fisheye,tilt10,10.0,10.0,10.0,800,0,0.053365,0.027841,0.247680,0.098071,0.022247,0.963114,0.987414,0.995400,0.997603,2.932757,,1.8222,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,fisheye,tilt20,20.0,20.0,20.0,800,0,0.062560,0.031473,0.258460,0.105759,0.025904,0.956976,0.984943,0.993993,0.998621,2.939374,,1.8222,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,fisheye,tilt30,30.0,30.0,30.0,800,0,0.074263,0.037780,0.285152,0.115036,0.030815,0.943327,0.983016,0.993739,0.996641,2.946025,,1.8222,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,fisheye,tilt40,40.0,40.0,40.0,800,0,0.096131,0.055849,0.347222,0.136250,0.039628,0.910014,0.975755,0.991134,0.991694,2.921018,,1.8222,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,rect,tilt0,0.0,0.0,0.0,200,0,0.052530,0.027435,0.247014,0.096717,0.022018,0.960674,0.988505,0.995925,0.997296,2.942708,,1.9148,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,rect,tilt10,10.0,10.0,10.0,800,0,0.051875,0.028195,0.244748,0.097429,0.021556,0.961138,0.986960,0.994936,0.997887,2.940022,,1.9148,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,rect,tilt20,20.0,20.0,20.0,800,0,0.056726,0.031494,0.251091,0.103025,0.023326,0.954635,0.984135,0.993618,0.998389,2.933178,,1.9148,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,rect,tilt30,30.0,30.0,30.0,800,0,0.063520,0.034461,0.261683,0.107460,0.026290,0.945351,0.982599,0.993418,0.996302,2.965530,,1.9148,
fcc6c600f83b,da3_large,Depth-Anything-3,Large,410.94,scale_shift,window,synthetic,rect,tilt40,40.0,40.0,40.0,800,0,0.100582,0.064844,0.339103,0.142052,0.040727,0.885397,0.965221,0.989781,0.995150,2.844963,,1.9148,
