digest,model,family,size,params_m,align,protocol,stream,view,axis,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,gt_median,gt_std,gt_spread,pen
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,theta,30-40,30.0,40.0,,300,46483,0.066004,0.025153,0.277231,0.141564,0.030042,0.947482,0.980777,0.991671,1.001601,2.473243,2.288473,1.211812,0.811885,1.9794
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,theta,40-50,40.0,50.0,,300,66253,0.083336,0.027858,0.271019,0.158124,0.036776,0.933995,0.976191,0.990478,0.974822,2.359404,1.929545,1.172006,0.905743,1.9794
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,theta,50-55,50.0,55.0,,300,35413,0.124379,0.049346,0.355973,0.244935,0.056102,0.895789,0.961869,0.980784,0.939355,2.234764,1.644957,1.088776,0.984225,1.9794
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,0-10,0.0,10.0,,300,7735,0.035633,0.026140,0.277498,0.092585,0.015419,0.978556,0.990550,0.995664,0.990777,2.746120,2.955343,0.640660,0.287747,1.5654
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,10-20,10.0,20.0,,300,25229,0.035922,0.022291,0.265137,0.092468,0.015632,0.975760,0.990182,0.995949,0.991378,2.745954,2.792782,1.014823,0.597449,1.5654
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,20-30,20.0,30.0,,300,49995,0.036870,0.020937,0.244824,0.095234,0.015736,0.975080,0.989305,0.995327,0.993522,2.750005,2.584543,1.171257,0.710057,1.5654
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,30-40,30.0,40.0,,300,92339,0.043455,0.020348,0.232311,0.107795,0.017950,0.966915,0.984809,0.994253,0.994772,2.752374,2.282323,1.211813,0.814367,1.5654
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,40-50,40.0,50.0,,300,83857,0.048201,0.019148,0.208965,0.112532,0.019546,0.963117,0.982465,0.993172,0.995850,2.756495,1.981325,1.173882,0.896788,1.5654
601fcb22767e,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,rect,theta,50-55,50.0,55.0,,300,2874,0.055779,0.020453,0.201592,0.126209,0.022090,0.958226,0.979181,0.989828,0.998223,2.762996,2.003817,1.050707,0.741876,1.5654
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,0-10,0.0,10.0,,300,4938,0.071906,0.035421,0.339722,0.117864,0.030862,0.952257,0.987744,0.996127,1.002828,2.346262,2.954797,0.640788,0.287607,2.0484
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,10-20,10.0,20.0,,300,16010,0.073707,0.032201,0.319585,0.124271,0.031796,0.951700,0.987379,0.995902,1.003094,2.312817,2.792758,1.014439,0.597307,2.0484
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,20-30,20.0,30.0,,300,29929,0.071825,0.028019,0.302871,0.129757,0.031413,0.949724,0.987425,0.995761,1.003979,2.267994,2.586297,1.170639,0.709415,2.0484
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,30-40,30.0,40.0,,300,47583,0.081727,0.033054,0.317028,0.161889,0.036367,0.922990,0.977419,0.990787,0.997875,2.195605,2.289225,1.211798,0.811745,2.0484
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,40-50,40.0,50.0,,300,67828,0.107724,0.045021,0.351392,0.242999,0.050406,0.890397,0.954190,0.977643,0.978791,2.078829,1.929725,1.171937,0.905390,2.0484
