digest,model,family,size,params_m,align,protocol,stream,view,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,pen,drift
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,0-10,0.0,10.0,,25,4945,0.091033,0.065567,0.417602,0.154397,0.041429,0.926099,0.953731,0.980870,0.969110,2.633128,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,10-20,10.0,20.0,,25,16023,0.088981,0.057244,0.406642,0.147786,0.039423,0.924223,0.960994,0.988132,0.979560,2.612438,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,20-30,20.0,30.0,,25,29948,0.084906,0.037476,0.321303,0.131614,0.037061,0.926606,0.979993,0.994020,0.984516,2.549404,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,30-40,30.0,40.0,,25,47587,0.096435,0.039596,0.300509,0.156731,0.042744,0.899644,0.972124,0.987558,0.982967,2.450519,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,40-50,40.0,50.0,,25,67828,0.128649,0.068697,0.352612,0.239194,0.060051,0.849232,0.928204,0.972664,0.975997,2.343553,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,fisheye,50-55,50.0,55.0,,25,36245,0.159086,0.093979,0.371822,0.284776,0.072916,0.832349,0.909700,0.955374,0.954343,2.221957,1.7476,1.1850
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,0-10,0.0,10.0,,25,7927,0.087654,0.060741,0.391857,0.146971,0.039388,0.925934,0.951931,0.983272,0.963629,2.741914,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,10-20,10.0,20.0,,25,25858,0.085843,0.053847,0.391776,0.143386,0.037664,0.922191,0.956703,0.989780,0.967708,2.727963,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,20-30,20.0,30.0,,25,51190,0.077629,0.034067,0.302907,0.124316,0.033443,0.931740,0.979238,0.995086,0.976082,2.684385,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,30-40,30.0,40.0,,25,94545,0.079446,0.030220,0.268675,0.133060,0.034567,0.930120,0.976535,0.992668,0.982747,2.638867,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,40-50,40.0,50.0,,25,85819,0.087605,0.036694,0.271519,0.159768,0.039177,0.901250,0.963786,0.985236,1.001473,2.624747,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,real,rect,50-55,50.0,55.0,,25,2940,0.102314,0.040771,0.226222,0.166556,0.049427,0.856381,0.937129,0.977755,1.040782,2.652015,1.1673,1.0339
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,0-10,0.0,10.0,,25,4945,0.077697,0.038906,0.335650,0.121218,0.034594,0.958948,0.978694,0.992380,0.965900,2.705562,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,10-20,10.0,20.0,,25,16023,0.077733,0.037463,0.333314,0.120766,0.034297,0.954691,0.984392,0.994021,0.975707,2.688745,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,20-30,20.0,30.0,,25,29948,0.080388,0.032576,0.298111,0.122511,0.035522,0.936343,0.983894,0.996151,0.991677,2.643229,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,30-40,30.0,40.0,,25,47587,0.094995,0.039727,0.298280,0.155128,0.042594,0.895616,0.967488,0.987739,0.989224,2.556883,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,40-50,40.0,50.0,,25,67828,0.118262,0.057007,0.321079,0.190319,0.053475,0.846735,0.936266,0.976028,0.976534,2.445258,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,fisheye,50-55,50.0,55.0,,25,36245,0.143786,0.069714,0.335718,0.224177,0.064469,0.836509,0.913212,0.957289,0.962526,2.333861,1.8506,1.1593
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,0-10,0.0,10.0,,25,7927,0.066018,0.036917,0.318694,0.117362,0.030722,0.954576,0.973438,0.988606,0.966765,2.703651,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,10-20,10.0,20.0,,25,25858,0.061991,0.034719,0.323072,0.115203,0.028180,0.960550,0.979988,0.991358,0.972395,2.696492,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,20-30,20.0,30.0,,25,51190,0.060591,0.026389,0.279008,0.105936,0.026771,0.964278,0.984793,0.995745,0.983592,2.664190,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,30-40,30.0,40.0,,25,94545,0.069215,0.028172,0.267896,0.120318,0.030111,0.949724,0.978751,0.991851,0.988113,2.631236,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,40-50,40.0,50.0,,25,85819,0.075495,0.030849,0.247982,0.129788,0.032407,0.931812,0.975675,0.985175,0.998392,2.613993,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,radial,synthetic,rect,50-55,50.0,55.0,,25,2940,0.082448,0.023631,0.152350,0.137618,0.037361,0.897864,0.953850,0.983524,1.020513,2.642955,1.2489,1.0230
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,fisheye,tilt0,,,0.0,25,0,0.069307,0.035901,0.311655,0.118573,0.030708,0.936484,0.979206,0.992269,0.976126,2.865262,1.4554,0.9537
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,fisheye,tilt10,,,10.0,100,0,0.069732,0.035529,0.306392,0.120816,0.030771,0.939404,0.975870,0.991481,0.978351,2.850831,1.4554,0.9537
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,fisheye,tilt20,,,20.0,100,0,0.081150,0.042609,0.323402,0.131489,0.035170,0.926466,0.974219,0.989820,0.984025,2.905688,1.4554,0.9537
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,fisheye,tilt30,,,30.0,100,0,0.092924,0.054078,0.356641,0.137947,0.039746,0.908093,0.969436,0.988942,0.979707,2.949806,1.4554,0.9537
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,fisheye,tilt40,,,40.0,100,0,0.100866,0.067221,0.391261,0.143932,0.042611,0.896657,0.962420,0.988301,0.980134,3.004391,1.4554,0.9537
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,rect,tilt0,,,0.0,25,0,0.073240,0.037909,0.317808,0.122045,0.032348,0.932169,0.977148,0.992004,0.974690,2.853007,1.3120,0.9598
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,rect,tilt10,,,10.0,100,0,0.072269,0.039435,0.310572,0.126220,0.031811,0.935643,0.971174,0.989722,0.977749,2.847108,1.3120,0.9598
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,rect,tilt20,,,20.0,100,0,0.071044,0.038753,0.297731,0.122179,0.030853,0.929704,0.970059,0.989898,0.980223,2.881016,1.3120,0.9598
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,rect,tilt30,,,30.0,100,0,0.072056,0.042645,0.305060,0.119335,0.031070,0.918707,0.971879,0.990882,0.978755,2.921227,1.3120,0.9598
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,real,rect,tilt40,,,40.0,100,0,0.096088,0.077777,0.385140,0.137512,0.039886,0.882201,0.960015,0.987336,0.979360,2.972379,1.3120,0.9598
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,fisheye,tilt0,,,0.0,25,0,0.056597,0.026197,0.274109,0.103552,0.025283,0.962075,0.984585,0.994281,0.978977,2.869533,2.0481,0.9675
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,fisheye,tilt10,,,10.0,100,0,0.061413,0.028949,0.284279,0.109427,0.027155,0.952590,0.981840,0.994148,0.981391,2.867978,2.0481,0.9675
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,fisheye,tilt20,,,20.0,100,0,0.072306,0.035392,0.313367,0.120748,0.031868,0.947345,0.981287,0.992799,0.982307,2.884192,2.0481,0.9675
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,fisheye,tilt30,,,30.0,100,0,0.080487,0.043906,0.339426,0.125083,0.034915,0.937987,0.981267,0.992959,0.986537,2.912902,2.0481,0.9675
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,fisheye,tilt40,,,40.0,100,0,0.115918,0.091502,0.456406,0.154664,0.048741,0.862182,0.965804,0.989544,0.976500,2.965965,2.0481,0.9675
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,rect,tilt0,,,0.0,25,0,0.056776,0.025767,0.268622,0.102277,0.025297,0.963019,0.984944,0.994500,0.979755,2.875413,2.2356,0.9791
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,rect,tilt10,,,10.0,100,0,0.058414,0.028018,0.272817,0.106899,0.025806,0.952113,0.982443,0.994334,0.981687,2.872677,2.2356,0.9791
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,rect,tilt20,,,20.0,100,0,0.063687,0.032270,0.284765,0.113181,0.027887,0.943730,0.979793,0.992826,0.982137,2.891914,2.2356,0.9791
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,rect,tilt30,,,30.0,100,0,0.065051,0.034031,0.291100,0.111565,0.028451,0.940978,0.980743,0.993318,0.982176,2.935083,2.2356,0.9791
2ab412af0ccc,vggt_1b,VGGT,1B,1190.60,scale_shift,window,synthetic,rect,tilt40,,,40.0,100,0,0.126931,0.096093,0.448466,0.164796,0.051962,0.840106,0.956297,0.982577,0.977522,2.936689,2.2356,0.9791
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,0-10,0.0,10.0,,25,4825,0.063748,0.041940,0.331947,0.124581,0.030515,0.947388,0.971395,0.985114,1.021409,2.135582,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,10-20,10.0,20.0,,25,15659,0.059726,0.030867,0.308408,0.114782,0.027962,0.955956,0.979602,0.992593,1.023142,2.135618,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,20-30,20.0,30.0,,25,29272,0.051595,0.020426,0.246166,0.099834,0.023399,0.965561,0.987518,0.995475,1.017164,2.100769,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,30-40,30.0,40.0,,25,46485,0.054441,0.018848,0.217116,0.107730,0.024108,0.960278,0.979447,0.994230,1.004128,2.047532,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,40-50,40.0,50.0,,25,66253,0.072788,0.026118,0.223004,0.143089,0.031794,0.944891,0.967399,0.987516,0.979288,1.965300,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,fisheye,50-55,50.0,55.0,,25,35411,0.106070,0.036679,0.264561,0.184540,0.046861,0.934926,0.964511,0.981677,0.938725,1.858589,1.6639,1.1490
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,0-10,0.0,10.0,,25,7746,0.056386,0.037496,0.308263,0.118833,0.026592,0.944043,0.975182,0.987565,1.000441,2.270545,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,10-20,10.0,20.0,,25,25249,0.055040,0.030007,0.299937,0.113730,0.025397,0.951384,0.979337,0.992299,0.998011,2.268924,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,20-30,20.0,30.0,,25,50028,0.047652,0.019165,0.230496,0.096069,0.021035,0.965014,0.986841,0.996307,0.992847,2.267378,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,30-40,30.0,40.0,,25,92343,0.053762,0.019294,0.204490,0.106044,0.022653,0.960000,0.977530,0.994388,0.989335,2.265963,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,40-50,40.0,50.0,,25,83860,0.060560,0.023523,0.189387,0.115191,0.024274,0.953577,0.970473,0.987763,0.990953,2.273465,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,real,rect,50-55,50.0,55.0,,25,2874,0.053958,0.017564,0.116516,0.078690,0.021795,0.961253,0.986541,0.987961,0.992864,2.274250,0.9569,0.9984
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,0-10,0.0,10.0,,25,4825,0.055567,0.035411,0.305276,0.106785,0.025852,0.949659,0.980363,0.992532,1.014814,2.456081,1.8800,1.1426
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,10-20,10.0,20.0,,25,15659,0.050117,0.026491,0.283181,0.100467,0.022966,0.959326,0.985080,0.995566,1.013857,2.447537,1.8800,1.1426
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,20-30,20.0,30.0,,25,29272,0.050923,0.022837,0.257647,0.098166,0.022926,0.963458,0.985384,0.995797,1.016955,2.415661,1.8800,1.1426
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,30-40,30.0,40.0,,25,46485,0.054432,0.023365,0.238412,0.107943,0.023795,0.962567,0.979102,0.991345,1.006283,2.355878,1.8800,1.1426
2ab412af0ccc,vggt_omega,VGGT-Omega,1B/512,1143.81,scale_shift,radial,synthetic,fisheye,40-50,40.0,50.0,,25,66253,0.068521,0.025201,0.215165,0.112274,0.028303,0.958209,0.978430,0.986649,0.982148,2.260533,1.8800,1.1426
