model,dataset,protocol,arm,context,pos_name,pos_lo,pos_hi,depth_lo,depth_hi,n,AbsRel,SqRel,delta1,gt_mean,gt_std,scale_ratio
vggt_omega,nymeria,radial,raw,1,theta,20.0,30.0,1.77734375,2.763671875,22813.0,0.06797275548676039,0.0373699914403275,0.9512120282295182,2.222163538196423,0.28509905951227005,1.6616573948654305
vggt_omega,nymeria,radial,raw,1,theta,20.0,30.0,2.763671875,inf,32133.0,0.08146911029334358,0.11189257371401741,0.9278000809137025,3.884821544926555,1.2838388958127642,1.988920588709739
vggt_omega,nymeria,radial,raw,1,theta,30.0,40.0,0.0,0.75048828125,25158.0,0.19941769538301882,0.0857683784946842,0.7750616106208761,0.5451046796356402,0.1469473067976239,0.9060694935773764
vggt_omega,nymeria,radial,raw,1,theta,30.0,40.0,0.75048828125,1.265625,23497.0,0.10282393038318466,0.038110931111313105,0.9206707239222028,0.9858540161044494,0.1528674024468168,1.0835643756431446
vggt_omega,nymeria,radial,raw,1,theta,30.0,40.0,1.265625,1.77734375,24333.0,0.06942785801011915,0.028045173556769675,0.9535610076850368,1.535949403523507,0.14597960254115125,1.4589718986719766
vggt_omega,nymeria,radial,raw,1,theta,30.0,40.0,1.77734375,2.763671875,31060.0,0.0737187918379757,0.04136586903279594,0.9477784932388925,2.2110257867836447,0.2891202590874025,1.6514072925788956
vggt_omega,nymeria,radial,raw,1,theta,30.0,40.0,2.763671875,inf,15984.0,0.09741793902702714,0.1401463006819853,0.9075950950950951,3.5974969109734736,1.416049726884142,1.8227900913454094
vggt_omega,nymeria,radial,raw,1,theta,40.0,50.0,0.0,0.75048828125,38912.0,0.18956261135525052,0.04629570046713065,0.7694027549342105,0.5021564772254542,0.14857798387662066,0.9076192973105622
vggt_omega,nymeria,radial,raw,1,theta,40.0,50.0,0.75048828125,1.265625,30404.0,0.10578304628266165,0.028351167134189087,0.9062952243125905,1.0043059616179204,0.14812063521121605,1.1150018148321474
vggt_omega,nymeria,radial,raw,1,theta,40.0,50.0,1.265625,1.77734375,29260.0,0.0830236643874651,0.026063585576046457,0.9463089542036911,1.51280621876068,0.14639146636697703,1.3981072641256242
